File X,File Y,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46
171,232,0.11002600000000001,0.09201524999999999,0.083056,0.0774145,0.07145275000000001,0.06874175,0.071322,0.1005895,0.16929525,0.229244,0.2482155,0.24019349999999998,0.19323624999999997,0.15259675,0.13323125000000002,0.1215485,0.101384,0.09320700000000001,0.08246125000000001,0.06835625,0.057992,0.056638749999999995,0.08131025,0.24085825,0.47829274999999993,0.6860545,0.8086202499999999,0.863436,0.8781595,0.883746,0.8862147499999999,0.88384575,0.8825525,0.8818525,0.8836542500000001,0.8782595,0.881364,0.88077575,0.8829067500000001,0.8817560000000001,0.88606275,0.88933975,0.8822052499999999,0.8806284999999999,0.87136225,0.8660605
172,232,0.12573225,0.10924,0.10077975,0.09379675,0.08695625,0.08387075,0.08640075000000001,0.11726700000000001,0.18822899999999998,0.24869025,0.26743,0.25983625,0.21110350000000003,0.16729375,0.14893175,0.13507275,0.11472925,0.10644775000000001,0.09484775000000001,0.0784905,0.06942025,0.0678895,0.09433025,0.26053499999999996,0.5017735,0.71027875,0.83685225,0.8862475000000001,0.9011465,0.90704375,0.90622775,0.91558375,0.90681225,0.90489375,0.908742,0.9111995,0.91099275,0.90477775,0.91391525,0.9091315,0.9106515000000001,0.9118244999999999,0.914982,0.9103055,0.89741575,0.90541425
173,232,0.11461874999999999,0.1015085,0.0909385,0.0855425,0.08012050000000001,0.076277,0.080367,0.11272074999999998,0.185191,0.24634725000000002,0.26518650000000005,0.2564365,0.20880624999999997,0.16512549999999998,0.14602075,0.1326995,0.11228225,0.10327475,0.09067049999999999,0.07440725,0.06505725,0.06301725,0.090653,0.25686675000000003,0.49944299999999997,0.704409,0.8228835,0.8750705,0.8896419999999999,0.893349,0.896141,0.89950225,0.8956405,0.8953295,0.9004667500000001,0.8940235,0.89683175,0.8998140000000001,0.8978517500000001,0.89733075,0.89679675,0.9016697499999999,0.9073162499999999,0.8961589999999999,0.8840232499999999,0.88443675
174,232,0.115692,0.09718825,0.08768625,0.08166325,0.07559874999999999,0.07403525,0.07720125,0.10876425,0.184953,0.24631799999999998,0.26420225,0.2551755,0.20750775000000002,0.163871,0.14443725000000002,0.1292515,0.10902475,0.10085525,0.0880345,0.071548,0.0601515,0.059075249999999996,0.08558149999999999,0.25746575,0.4951755,0.69918625,0.81759575,0.8706577500000001,0.8850439999999999,0.8868907500000001,0.88991,0.89082075,0.8908024999999999,0.8877514999999999,0.884279,0.8868117500000001,0.8875527499999999,0.8917545,0.8873835,0.89203525,0.8958852500000001,0.8973672500000001,0.8925810000000001,0.8944545,0.88068675,0.8823085
175,232,0.1183435,0.097923,0.09022225,0.08343375,0.07823275,0.07518150000000001,0.0797525,0.111167,0.18731225,0.24802775,0.268702,0.259187,0.212044,0.16709625,0.14685025000000002,0.1321615,0.11158199999999999,0.10278899999999999,0.0891155,0.0733395,0.0632375,0.060383000000000006,0.08791625,0.2597705,0.5042285,0.7081872499999999,0.82890725,0.87822175,0.8960945,0.8948922500000001,0.89876625,0.906585,0.89984575,0.897828,0.9009935,0.89341925,0.90296025,0.9046267499999999,0.90244075,0.9040335,0.90265175,0.90396275,0.91000925,0.90230425,0.89975275,0.9032782500000001
161,233,0.1125815,0.0911115,0.08493999999999999,0.0785315,0.07232375,0.07142224999999999,0.074366,0.10794475,0.18517275,0.24826375,0.26662975,0.25714375,0.21151899999999998,0.167093,0.1468605,0.13368125,0.11106525,0.10087275,0.08787350000000001,0.0719055,0.059802499999999995,0.0577665,0.08733550000000001,0.25725975,0.48926825,0.67960425,0.7879364999999999,0.8346707499999999,0.8431667500000001,0.8500749999999999,0.8523852500000001,0.856722,0.84952675,0.850862,0.8504477500000001,0.8472052499999999,0.8497997500000001,0.8514485,0.85160025,0.8499982500000001,0.8538177499999999,0.84711575,0.8582245000000001,0.859142,0.8545305,0.8385345
162,233,0.115692,0.09868824999999999,0.09022225,0.08331525,0.0786295,0.076261,0.08068725,0.11560975,0.1945335,0.25804925,0.2782735,0.2707895,0.22120475,0.175168,0.15484025,0.14155425,0.11867575000000001,0.10834525,0.093113,0.07723150000000001,0.06433325,0.061332250000000005,0.09283975,0.26776925,0.50364275,0.69537175,0.8058755,0.8496665,0.8601774999999999,0.8623682500000001,0.864975,0.8674955,0.8668785,0.868166,0.8662700000000001,0.8681835,0.86766575,0.8739809999999999,0.8662615,0.87132075,0.8714145,0.87357775,0.87205825,0.88051175,0.86341275,0.8605367500000001
163,233,0.11756199999999999,0.097467,0.089754,0.08391975,0.07778225,0.0754845,0.08124925,0.1179655,0.19957575,0.26471475,0.28313124999999995,0.2746335,0.22551899999999997,0.179656,0.159325,0.14328975,0.12111475,0.11095775,0.09783325000000001,0.078824,0.06542325,0.06188,0.09515950000000001,0.2730555,0.5101087500000001,0.698221,0.81147525,0.8563727499999999,0.86693425,0.8706102499999999,0.872142,0.87434075,0.8756145000000001,0.8727745,0.87352325,0.8732669999999999,0.8789257500000001,0.871889,0.87533975,0.87314925,0.873365,0.8743645,0.876897,0.8725725,0.86213025,0.86336975
164,233,0.1169545,0.09979075,0.0889875,0.08501075,0.08006125,0.0773285,0.0809545,0.11899950000000001,0.200062,0.26486775,0.28727400000000003,0.279443,0.22861075,0.18184849999999997,0.1602015,0.1463715,0.1228265,0.11239025,0.09834024999999999,0.0802455,0.065262,0.06265625,0.095166,0.277776,0.52042725,0.71572225,0.82721275,0.8750454999999999,0.887127,0.8956675,0.8954522500000001,0.89313,0.8990095,0.8911074999999999,0.8975132499999999,0.8899785,0.89555475,0.8890037500000001,0.89045075,0.8928695,0.89992425,0.8914359999999999,0.899384,0.88982125,0.8884715000000001,0.8816714999999999
165,233,0.11505025,0.09727100000000001,0.092228,0.084429,0.08093075,0.07664499999999999,0.08383225,0.11749100000000001,0.19844499999999998,0.265077,0.28351774999999996,0.27573675,0.22619125,0.17912675,0.15913775000000002,0.14343699999999998,0.1209395,0.11097575,0.09729225000000001,0.07900275,0.06578275,0.06302150000000001,0.09514125,0.27633074999999996,0.5200665,0.72101275,0.835828,0.8875335,0.89750525,0.9040085,0.9004614999999999,0.903548,0.90367875,0.9034985000000001,0.9008332499999999,0.905683,0.90036975,0.9026919999999999,0.904042,0.9073022500000001,0.91251475,0.9084475,0.9100757500000001,0.900466,0.8989257500000001,0.8937117499999999
166,233,0.11475275,0.093028,0.08570699999999999,0.08006325,0.07595325,0.07170599999999999,0.07882,0.110324,0.18723925,0.25142074999999997,0.2698775,0.26112475,0.213535,0.168359,0.148438,0.134388,0.11277925,0.10294624999999999,0.09031974999999999,0.0729725,0.06270025,0.0594495,0.087927,0.26212599999999997,0.5055835,0.71247475,0.83111,0.8784255,0.8972034999999999,0.9047192499999999,0.90624575,0.9002487499999999,0.9008245,0.901166,0.8994420000000001,0.8990015,0.9010705,0.903312,0.89863525,0.90229425,0.9077535,0.900642,0.90202325,0.9106764999999999,0.8882025,0.891378
167,233,0.115087,0.09716224999999999,0.08622975000000001,0.0811065,0.07740274999999999,0.07288075000000001,0.07819100000000001,0.10847475,0.18634124999999999,0.2491165,0.27006975,0.26037024999999997,0.2120865,0.16571075,0.14621625,0.13287225,0.11088725,0.101065,0.0892705,0.07262574999999999,0.06126,0.058529250000000005,0.08776275,0.25920175,0.50961575,0.7217175,0.8468515000000001,0.9034945,0.9192845,0.92120325,0.9238045,0.92537925,0.92721275,0.920779,0.9219090000000001,0.922012,0.920344,0.92859775,0.925127,0.916802,0.9244405,0.91644875,0.924581,0.91670575,0.9143165,0.91009775
168,233,0.12225775,0.10581875,0.096753,0.09151175,0.0863695,0.08082975,0.08504375,0.11591625000000001,0.18991675,0.25276475,0.27122375,0.26343225000000003,0.2156115,0.17138625000000002,0.15293225,0.1383015,0.11834449999999999,0.10904349999999999,0.09645525,0.08024825,0.06907175,0.06621625,0.09588750000000001,0.26373625,0.5095434999999999,0.7242507499999999,0.8516867499999999,0.907425,0.92131775,0.93016325,0.93193775,0.933525,0.9337947499999999,0.92853025,0.9296009999999999,0.9208289999999999,0.929,0.92975275,0.930431,0.9298679999999999,0.9323025,0.9311287500000001,0.9311229999999999,0.930934,0.92420675,0.9190882499999999
169,233,0.13164,0.11260825,0.10146075,0.09532425,0.09183225,0.087156,0.09163725,0.12366674999999999,0.195034,0.254756,0.27441974999999996,0.2644395,0.21931725,0.17559175000000002,0.15656825,0.14497900000000002,0.12424025000000001,0.11587475,0.10393175,0.08806025,0.07652575,0.07369574999999999,0.10213725000000001,0.2675735,0.5047555,0.71172775,0.8332962500000001,0.88955275,0.905338,0.9087175,0.9075549999999999,0.91029725,0.90900875,0.9112257500000001,0.914766,0.91253825,0.91286275,0.90859625,0.91321425,0.91337625,0.91168225,0.9184795,0.9126115,0.9214915,0.91243575,0.90743775
170,233,0.12180774999999999,0.10210325,0.09226600000000001,0.087729,0.083208,0.08114275,0.08695900000000001,0.11519225,0.18569425,0.242738,0.25884949999999995,0.25132374999999996,0.2092345,0.167805,0.14981925000000001,0.13783675,0.118546,0.1113045,0.1001245,0.083979,0.072346,0.06864050000000001,0.09805175,0.25846225,0.4823695,0.6756765,0.7856835,0.8387972499999999,0.852355,0.8580445,0.85850475,0.861485,0.8617942500000001,0.85830625,0.86076275,0.8602000000000001,0.8592755,0.86114175,0.861019,0.8625422500000001,0.869474,0.8673347499999999,0.86364475,0.8609625,0.85208675,0.85163925
171,233,0.11821725,0.09387375,0.0850185,0.0779485,0.072382,0.0680255,0.0719085,0.09959925,0.1676665,0.22736299999999998,0.244184,0.23540024999999998,0.1913815,0.15008475,0.13046425,0.11983675,0.10120974999999999,0.09181375,0.0815865,0.0672905,0.0583565,0.056633499999999996,0.078955,0.23720749999999996,0.472298,0.682188,0.81008,0.85905475,0.8783962500000001,0.88292725,0.880808,0.88633575,0.88299975,0.8819874999999999,0.8837355,0.883357,0.8826894999999999,0.8827115,0.8843570000000001,0.87832125,0.876269,0.8790627499999999,0.8821482500000001,0.8848585,0.8807887499999999,0.8638494999999999
172,233,0.131306,0.110837,0.1021735,0.0943045,0.08923525000000002,0.08462249999999999,0.0870285,0.11465600000000001,0.184,0.24374975,0.26260825,0.25121475000000004,0.20625775000000002,0.1637045,0.14425875,0.130793,0.11299225,0.1041835,0.0922305,0.07831425,0.06888174999999999,0.0686375,0.09276575000000001,0.256107,0.49218775000000003,0.70532375,0.82942325,0.88122675,0.89720975,0.9003289999999999,0.9000367499999999,0.903597,0.9031125,0.898048,0.9025850000000001,0.89891625,0.89928275,0.900563,0.9008535000000001,0.90221275,0.8958915000000001,0.9080787499999999,0.89942475,0.9073745,0.90120575,0.89163625
173,233,0.11600999999999999,0.09799775,0.0882975,0.082271,0.07691150000000001,0.0733125,0.07662325,0.10558725,0.1777225,0.23929899999999998,0.25597925,0.2500855,0.20135825000000002,0.157935,0.13875425,0.12619275,0.10656025,0.098922,0.08647675,0.07120375000000001,0.061068500000000005,0.0594475,0.08519575,0.249785,0.48733525,0.69051125,0.8180864999999999,0.8687935,0.88258175,0.88971925,0.8886317499999999,0.8922795,0.8877995000000001,0.8887257500000001,0.88253525,0.88611875,0.88824475,0.8868497499999999,0.89021375,0.8919947500000001,0.88177375,0.8915452500000001,0.890332,0.897706,0.8825515,0.8839505000000001
174,233,0.117081,0.0963605,0.08961100000000001,0.08336275,0.0782975,0.07287725,0.07696175000000001,0.1097995,0.18260225,0.24635075,0.26400875,0.2548035,0.2067605,0.1635015,0.14391525,0.12993475,0.10954525000000001,0.1010295,0.08890825000000001,0.07279374999999999,0.06178725000000001,0.06020175,0.08733975,0.25526575,0.49861849999999996,0.70126925,0.8171015,0.86985975,0.8839457500000001,0.8902755,0.88752375,0.89049025,0.8915962500000001,0.891062,0.8917744999999999,0.8884270000000001,0.8906879999999999,0.8869635,0.8910487500000002,0.8912677499999999,0.88780775,0.8928290000000001,0.89022,0.8880327499999999,0.8898587499999999,0.880252
175,233,0.12458549999999999,0.10170525,0.0934745,0.08717275,0.0832085,0.07850249999999999,0.08412425,0.11673525,0.19291124999999998,0.2563615,0.27470625,0.2683915,0.218366,0.1728385,0.1523905,0.13798024999999997,0.11626325,0.10679649999999999,0.09365899999999999,0.07725025,0.06687525,0.0635675,0.09278575,0.26524899999999996,0.5082745000000001,0.7145785,0.8327330000000001,0.87919475,0.8929862500000001,0.89723775,0.9009345,0.9027787500000001,0.90235075,0.89468025,0.89997525,0.8944917499999999,0.89931075,0.9019962499999999,0.9002429999999999,0.8960925,0.8940965000000001,0.9041355,0.8985675,0.9007862499999999,0.8961435,0.89591975
161,234,0.11152225,0.094429,0.08492875,0.07632275000000001,0.0723695,0.06954774999999999,0.0753285,0.10667375000000001,0.18470475,0.2452185,0.26459325,0.25390524999999997,0.20816400000000002,0.16421874999999997,0.14581825,0.131285,0.10881575,0.099827,0.08804749999999999,0.07083775,0.05852775,0.05756575,0.08656,0.25360099999999997,0.48604875000000003,0.673443,0.78412725,0.82838625,0.8430745,0.84851425,0.8473017500000001,0.85026275,0.85286675,0.8485015,0.8480315,0.847866,0.84676625,0.8480175,0.84868125,0.8483097500000001,0.8539855,0.85408675,0.8652865000000001,0.85877075,0.84518175,0.84067675
162,234,0.116026,0.09868824999999999,0.08893525000000001,0.083991,0.0801105,0.07627375,0.0809955,0.1155835,0.19244275,0.2578335,0.276038,0.26542,0.2176645,0.17283149999999997,0.152938,0.13984175,0.1164185,0.10747475000000001,0.09398775,0.0759885,0.06360825,0.06133475000000001,0.09224025,0.26738,0.5033749999999999,0.6942205,0.80320775,0.8481045,0.8623625,0.8654252499999999,0.87066775,0.87160225,0.86888375,0.8709782500000001,0.86429475,0.8692602500000001,0.865771,0.86985575,0.8685625,0.8697475,0.8792055,0.8771737499999999,0.8741335,0.8727170000000001,0.8659895,0.858128
163,234,0.1137575,0.094706,0.08882999999999999,0.081737,0.07599025,0.07288625000000001,0.07781450000000001,0.11138675,0.189798,0.25230025,0.27190625,0.26502475000000003,0.21603275,0.17050025,0.15033275000000001,0.1355865,0.11452975,0.10468599999999999,0.09084275,0.074211,0.06160925,0.05906675,0.08872350000000001,0.26091275,0.49331149999999996,0.6846245,0.793118,0.8392297499999999,0.85229975,0.8568447499999999,0.85918375,0.86348875,0.8627739999999999,0.85678725,0.8552065,0.8602270000000001,0.86211675,0.855626,0.8594215,0.8577905,0.8646945,0.8598355,0.8568825,0.86514325,0.8484082500000001,0.8493425
164,234,0.11487925,0.0971665,0.08837475,0.0823425,0.0764985,0.07403200000000001,0.07845325,0.11270224999999999,0.19398575,0.2588825,0.278653,0.269251,0.22040875,0.17234449999999998,0.15259425,0.13832624999999998,0.11624825,0.1066405,0.092223,0.0752765,0.06126425,0.05890075,0.09048575,0.2688745,0.50533575,0.70248075,0.8172795,0.8602750000000001,0.8734382500000001,0.87921625,0.8869724999999999,0.88093725,0.8841775000000001,0.87867375,0.8842127499999999,0.87502125,0.8813125,0.883587,0.877527,0.87993725,0.88096725,0.8792385,0.8765430000000001,0.8772485,0.8769127499999999,0.86886775
165,234,0.11378775000000001,0.09816375000000001,0.085592,0.08118025000000001,0.077811,0.07365125,0.07908425,0.11324324999999999,0.1926175,0.2565355,0.275072,0.267089,0.217815,0.17140024999999998,0.15153525,0.1360775,0.11522775,0.1057515,0.0915255,0.07385825000000001,0.061242500000000005,0.05964525,0.09046825,0.26904125,0.5098315,0.7113995,0.8244644999999999,0.874228,0.886362,0.89056975,0.8937470000000001,0.8934925,0.897881,0.88602325,0.8924597500000001,0.8906105,0.88562075,0.8925327500000001,0.8932305,0.8972370000000001,0.8940295,0.8893070000000001,0.89303975,0.899364,0.88812625,0.879985
166,234,0.1122275,0.09379725,0.08509425,0.07904475,0.075598,0.07182525000000001,0.07595750000000001,0.10824175,0.1839825,0.24716500000000002,0.26567575,0.2584505,0.2107365,0.16546875000000003,0.146364,0.1318205,0.110012,0.100506,0.089099,0.07225725,0.060153250000000005,0.05888525,0.08812125000000001,0.259496,0.49985625,0.7013535,0.8175954999999999,0.870462,0.88597425,0.89056175,0.891689,0.89085875,0.892015,0.8887517500000001,0.8919320000000001,0.88715125,0.89066,0.8930312499999999,0.89578075,0.89109575,0.89299175,0.88352975,0.8876105000000001,0.88662375,0.88459025,0.880076
167,234,0.1136165,0.094095,0.08176649999999999,0.07901975,0.07282274999999999,0.06951700000000001,0.07469975000000001,0.106382,0.18029875,0.2440095,0.26365075000000004,0.256335,0.2070585,0.16321075000000002,0.14188800000000001,0.12996225,0.10846700000000001,0.100019,0.08700175,0.0701455,0.06033925,0.056669750000000005,0.08581425000000001,0.25554975,0.500607,0.708756,0.8314667499999999,0.88513975,0.902771,0.9061447499999999,0.9069112500000001,0.9054849999999999,0.9123079999999999,0.90289525,0.904587,0.90367575,0.90366375,0.909418,0.9069465000000001,0.9086052499999999,0.9076675,0.9074847500000001,0.90838225,0.90053475,0.9106902499999999,0.8985515
168,234,0.11857549999999999,0.099926,0.09086,0.084429,0.08143874999999999,0.0759045,0.08005925,0.11167875,0.18845825,0.25191375,0.2698175,0.26133449999999997,0.21448925000000002,0.1681685,0.14792349999999999,0.13539275,0.11384325,0.10573099999999999,0.0912115,0.07492175000000001,0.06380125,0.060958,0.09005775,0.26296224999999995,0.510628,0.7292639999999999,0.8543747500000001,0.9066472499999999,0.9207812500000001,0.923963,0.9276435000000001,0.93281075,0.93206975,0.9258609999999999,0.93067375,0.9264142500000001,0.92653675,0.9360772499999999,0.93341175,0.9375555,0.9302400000000001,0.93459375,0.94144325,0.932245,0.9262309999999999,0.9150365
169,234,0.13507025,0.1159435,0.10742175,0.10197375,0.09725225,0.09321874999999999,0.09757550000000001,0.13044875,0.20551675,0.26819350000000003,0.286483,0.28098925,0.2293865,0.184911,0.16452375,0.15165525,0.13030624999999998,0.12023125000000001,0.10829825,0.090548,0.07870825000000001,0.0750195,0.10564899999999999,0.27994074999999996,0.52887925,0.7360924999999999,0.86064425,0.9159965000000001,0.9344680000000001,0.9362920000000001,0.9405202500000001,0.942564,0.94246775,0.94313125,0.9422985,0.93535025,0.93884425,0.94131325,0.94087975,0.9425589999999999,0.9391025,0.94466325,0.942414,0.946755,0.9297557500000001,0.9357310000000001
170,234,0.12434324999999999,0.10723525,0.10078625,0.0942775,0.09041850000000001,0.08683825,0.09346875,0.12414875,0.19478525000000002,0.25275475,0.26885125,0.263044,0.21797899999999998,0.17856075,0.160376,0.1481115,0.128073,0.12088449999999999,0.10990925000000001,0.09303075,0.07979275000000001,0.07614125,0.10701425,0.26856175,0.49468375,0.68001675,0.7931505,0.842657,0.8534554999999999,0.86091275,0.8619047500000001,0.86375775,0.8642700000000001,0.8589644999999999,0.8617325,0.85916825,0.86914225,0.87124875,0.8677757500000001,0.8677035,0.8703745,0.87221,0.8713792499999999,0.8678695,0.85237525,0.8521875
171,234,0.11200975,0.09290475,0.0851095,0.07794875000000001,0.07287125,0.07025075,0.0725915,0.09852225,0.1665345,0.22430624999999998,0.24121175,0.235763,0.18895699999999999,0.14863475,0.13098275,0.1200085,0.09999725,0.09216200000000001,0.08088675000000001,0.067115,0.05817850000000001,0.05607475,0.07973825,0.23437025,0.46589125,0.673084,0.79700525,0.85127525,0.8647005,0.8716389999999999,0.87190225,0.8728612499999999,0.8714347500000001,0.868181,0.86685075,0.8704165,0.8714615,0.8711399999999999,0.8761295,0.8722512499999999,0.8675115,0.87228,0.8743209999999999,0.878926,0.859895,0.87582775
172,234,0.12075299999999999,0.1031055,0.09018075,0.08501025,0.080651,0.077913,0.079154,0.10667125,0.17422825,0.23439200000000002,0.25197074999999997,0.244453,0.1971495,0.15509525000000002,0.1373415,0.12428575,0.10484075,0.09738825000000001,0.08558874999999999,0.07174125,0.06233475,0.06113725,0.084976,0.24434125,0.47837549999999995,0.687546,0.8117375,0.86001875,0.8779095,0.8858349999999999,0.8869260000000001,0.88631775,0.8902589999999999,0.8806289999999999,0.88411275,0.8860295,0.8789215,0.888867,0.88821325,0.88595375,0.8850625000000001,0.88255525,0.8901495,0.8946225,0.88433175,0.87078275
173,234,0.114741,0.099774,0.08819225,0.083337,0.07702149999999999,0.07664175,0.078509,0.108547,0.18045825,0.24230425,0.26097775,0.25202125,0.20377800000000001,0.1620675,0.14220575,0.1301315,0.10899424999999999,0.10083774999999999,0.08787550000000001,0.07351975,0.0630575,0.06113225,0.087723,0.25341575,0.49133225,0.6929672499999999,0.8139830000000001,0.866491,0.8845185,0.8857232500000001,0.8876175,0.8888645000000001,0.88488725,0.8843102500000001,0.8820535,0.88610475,0.8869914999999999,0.8840857499999999,0.88516075,0.8877835,0.89305225,0.8892737500000001,0.8861559999999999,0.8853117500000001,0.88391725,0.8657637499999999
